name,stra.1,stra.15,stra.20,stra.33,stra.65,stra.69,stra.71,stra.100,stra.129,stra.131,stra.135,stra.138,stra.165,stra.195,stra.197,stra.205,stra.229,stra.233,stra.237,stra.257,
15421,0,0,3.9994e-161,0,0,0,0,4.94066e-324,0,0,0,0,0,0,1.46424e-69,2.4085e-291,0,4.94066e-324,2.40698e-08,0.98673,
15422,0,0,2.64113e-195,0,0,0,0,4.94066e-324,0,0,0,0,0,0,0,4.45957e-316,0,4.94066e-324,1.73493e-08,0.987408,
15423,0,0,1.68643e-229,0,0,0,0,4.94066e-324,0,0,0,0,0,0,0,4.94066e-324,0,4.94066e-324,1.25079e-08,0.987605,
15424,0,0,1.09708e-263,0,0,0,0,4.94066e-324,0,0,0,0,0,1.87438e-13,1.32998e-103,4.94066e-324,0,4.94066e-324,8.77738e-09,0.98723,
15425,0,0,7.50275e-298,0,0,0,0,4.94066e-324,0,0,0,0,0,6.68527e-51,0,4.94066e-324,0,4.94066e-324,5.7078e-09,0.986274,
15426,0,0,0,1.01014e-118,6.21179e-125,0,0,4.94066e-324,0,0,0,0,0,2.41528e-88,0,4.94066e-324,0,5.27938e-20,3.74966e-09,0.984822,
15427,0,0,0,1.77864e-322,0,0,0,4.94066e-324,0,0,0,0,0,8.54586e-126,0,4.94066e-324,0,7.25416e-40,2.40875e-09,0.98741,
15428,0,0,1.21386e-12,0,0,0,0,4.94066e-324,0,0,0,0,0,2.74431e-163,0,4.94066e-324,0,1.08008e-59,1.63784e-09,0.98824,
15429,0,0,6.97916e-47,2.2201e-153,0,0,0,4.94066e-324,0,0,0,0,0,9.06403e-201,0,4.94066e-324,0,1.70391e-79,1.16514e-09,0.988214,
15430,0,0,4.46565e-81,0,0,0,0,4.94066e-324,0,0,0,0,0,3.24291e-238,0,4.94066e-324,0,2.73297e-99,8.39646e-10,0.987885,
15431,0,1.04731e-11,2.86771e-115,0,0,0,0,4.94066e-324,0,0,0,0,0,1.1793e-275,0,4.94066e-324,0,4.44039e-119,6.13484e-10,0.988251,
15432,0,1.0381e-49,1.76113e-149,0,0,0,0,4.94066e-324,0,2.95807e-62,0,0,0,4.22615e-313,0,4.94066e-324,0,7.2175e-139,4.46488e-10,0.988041,
15433,0,1.03244e-87,1.05019e-183,0,0,0,0,4.94066e-324,0,2.85774e-251,0,0,0,0,0,4.94066e-324,0,1.17863e-158,3.25203e-10,0.988081,
15434,0,1.15976e-125,7.1515e-218,0,0,1.31213e-75,0,4.94066e-324,0,0,0,0,0,0,0,4.94066e-324,0,1.91788e-178,2.35936e-10,0.987638,
15435,0,1.44577e-163,5.9788e-252,0,0,6.85467e-278,0,4.94066e-324,0,0,0,0,0,0,0,4.94066e-324,0,3.09153e-198,1.70017e-10,0.985218,
15436,4.10033e-84,1.96349e-201,7.18221e-286,0,0,0,0,4.94066e-324,0,0,0,0,0,0,0,4.94066e-324,0,4.92214e-218,1.23174e-10,0.984973,
15437,1.98676e-280,2.62424e-239,9.55424e-320,0,0,0,0,4.94066e-324,0,0,0,0,0,0,0,4.94066e-324,0,7.5025e-238,8.73254e-11,0.984006,
15438,0,3.64294e-277,0,0,0,0,0,4.94066e-324,1.00982e-183,0,0,0,0,0,0,4.94066e-324,0,1.30393e-15,6.25576e-11,0.985154,
15439,0,5.07907e-315,0,0,0,0,0,4.94066e-324,0,0,0,0,0,0,0,4.94066e-324,0,1.99379e-35,4.4118e-11,0.984989,
15440,0,0,0,0,0,0,0,4.94066e-324,0,0,0,0,0,0,0,4.94066e-324,0,3.06987e-55,3.16773e-11,0.984566,
15441,0,0,0,0,0,0,0,4.94066e-324,0,0,0,0,0,0,0,4.94066e-324,0,4.64939e-75,2.25972e-11,0.985056,
15442,0,2.72322e-39,0,0,0,0,0,4.94066e-324,0,0,0,0,0,0,0,4.94066e-324,0,6.90174e-95,1.5886e-11,0.984455,
15443,0,3.81811e-77,0,0,0,0,0,4.94066e-324,0,0,0,0,0,0,0,4.94066e-324,0,2.69818e-07,1.11927e-11,0.985191,
15444,0,5.25917e-115,0,0,0,0,0,4.94066e-324,0,0,0,6.8645e-38,0,0,0,4.94066e-324,0,3.97538e-27,7.78464e-12,0.984903,
15445,0,7.74991e-153,0,0,0,0,0,4.94066e-324,0,0,0,5.18856e-75,0,0,0,4.94066e-324,0,5.70553e-47,5.31552e-12,0.98185,
15446,0,1.11815e-190,0,0,0,0,0,4.94066e-324,0,0,0,3.96522e-112,0,0,0,4.94066e-324,0,8.00279e-67,3.51464e-12,0.983247,
15447,0,1.94355e-29,0,0,0,0,0,4.94066e-324,0,0,0,3.12678e-149,0,0,0,4.94066e-324,0,1.1334e-86,0.000836923,0.982602,
15448,0,3.02376e-67,0,0,0,0,0,4.94066e-324,0,0,0,2.57321e-186,0,0,0,4.94066e-324,0,1.58498e-106,0.000563423,0.983891,
15449,0,4.17103e-105,0,1.74472e-13,0,0,0,4.94066e-324,0,0,0,2.02359e-223,0,0,0,4.94066e-324,0,2.21223e-126,0.000378303,0.985159,
15450,0,4.54819e-23,0,1.30919e-209,0,0,0,4.94066e-324,0,0,0,1.53987e-260,0,0,0,4.94066e-324,0,3.09655e-146,0.000255928,0.985821,
15451,0,4.94426e-61,0,0,0,0,0,4.94066e-324,3.78802e-86,1.08744e-158,6.56493e-99,1.13071e-297,5.71861e-128,0,0,4.94066e-324,0,4.30814e-166,0.000170957,0.986178,
15452,0,5.26837e-99,0,0,0,0,0,4.94066e-324,9.9152e-101,0,7.73609e-310,0,0,0,0,4.94066e-324,0,6.0807e-186,0.000115275,0.985414,
15453,0,6.42512e-137,0,0,0,0,0,4.94066e-324,3.40512e-300,0,0,0,0,0,0,4.94066e-324,0,8.41395e-206,7.77553e-05,0.984767,
15454,0,8.14092e-175,0,0,0,0,0,4.94066e-324,0,4.19344e-156,0,0,0,8.59445e-39,0,4.94066e-324,0,1.15531e-225,5.19389e-05,0.983381,
15455,0,1.26275e-212,0,0,0,0,0,4.94066e-324,0,0,0,0,0,5.49064e-76,2.96517e-106,4.94066e-324,0,1.57954e-245,3.48284e-05,0.983076,
15456,0,2.25414e-250,0,0,0,0,0,4.94066e-324,0,1.33149e-21,0,0,0,3.89082e-113,0,4.94066e-324,0,2.1056e-265,2.32057e-05,0.983154,
15457,0,3.73746e-288,0,0,0,0,0,4.94066e-324,0,5.56599e-200,0,0,0,2.70183e-150,0,4.94066e-324,4.86834e-12,2.69092e-285,1.49209e-05,0.982776,
15458,0,0,0,0,0,0,5.62939e-24,4.94066e-324,0,0,0,0,0,1.62309e-187,0,4.94066e-324,8.01348e-50,3.50307e-305,9.70881e-06,0.98437,
15459,0,0,0,0,0,3.59556e-137,6.18322e-70,4.94066e-324,0,0,0,0,0,1.01678e-224,0,4.94066e-324,1.39211e-87,4.94066e-324,6.26879e-06,0.983008,
15460,0,0,0,0,0,0,5.1963e-116,4.94066e-324,0,0,0,0,0,5.97323e-262,0,4.94066e-324,2.32234e-125,4.94066e-324,3.90257e-06,0.982668,
15461,0,0,0,0,0,0,3.3315e-162,4.94066e-324,0,0,0,0,0,2.91171e-40,0,4.94066e-324,4.21727e-163,4.94066e-324,2.51058e-06,0.984232,
15462,0,0,0,0,0,0,1.95853e-208,4.94066e-324,0,0,0,0,0,1.48229e-77,0,4.94066e-324,8.31847e-201,4.94066e-324,1.65444e-06,0.985058,
15463,0,0,0,0,0,0,1.10502e-254,4.94066e-324,1.40295e-129,0,0,0,0,7.41269e-115,0,4.94066e-324,1.65433e-238,4.94066e-324,1.0717e-06,0.984203,
15464,0,0,0,0,0,0,6.63962e-301,4.94066e-324,0,0,0,0,0,3.62013e-152,0,4.94066e-324,3.53474e-276,4.94066e-324,7.1164e-07,0.985365,
15465,0,0,0,0,0,0,0,4.94066e-324,0,0,0,0,0,1.63572e-189,0,4.94066e-324,7.21754e-314,4.94066e-324,4.79933e-07,0.986808,
15466,0,0,0,0,0,0,0,4.94066e-324,0,0,0,0,0,6.52834e-227,0,4.94066e-324,0,4.94066e-324,3.34496e-07,0.98774,
15467,0,0,0,0,0,0,0,4.94066e-324,0,0,0,0,0,2.41759e-264,0,4.94066e-324,0,4.94066e-324,2.33793e-07,0.989023,
15468,0,0,0,0,0,0,0,4.94066e-324,0,0,0,0,0,8.40023e-302,0,4.94066e-324,0,4.94066e-324,1.66411e-07,0.98974,
15469,0,0,0,0,0,0,0,4.94066e-324,0,0,0,0,0,0,0,6.05108e-27,0,4.94066e-324,1.19489e-07,0.989323,
15470,0,0,1.4526e-22,0,0,0,0,4.94066e-324,0,0,0,0,0,0,0,1.15126e-51,0,4.94066e-324,8.15053e-08,0.988395,
15471,0,0,3.74142e-19,0,0,0,0,4.94066e-324,0,0,0,0,0,0,0,2.30987e-76,0,4.94066e-324,5.74688e-08,0.988203,
15472,0,0,2.55748e-53,0,0,0,0,4.94066e-324,0,0,0,0,0,0,0,4.97573e-101,0,4.94066e-324,4.14421e-08,0.986573,
15473,0,0,4.77674e-16,0,0,0,0,4.94066e-324,0,0,0,0,0,0,0,1.07778e-125,0,4.94066e-324,2.97218e-08,0.986577,
15474,0,0,2.98629e-50,0,0,0,0,4.94066e-324,0,0,0,0,0,0,0,2.36964e-150,0,4.94066e-324,2.18419e-08,0.986752,
15475,0,0,2.06063e-84,0,0,0,2.94976e-28,4.94066e-324,0,0,0,0,0,0,0,5.00064e-175,0,4.94066e-324,1.58843e-08,0.986258,
15476,0,0,1.42997e-118,0,0,0,1.48697e-74,4.94066e-324,0,0,0,0,0,0,0,1.04047e-199,0,2.69613e-06,1.17032e-08,0.986762,
15477,7.62637e-114,0,1.06181e-152,0,0,0,7.29023e-121,4.94066e-324,7.94019e-25,0,0,0,0,0,0,2.0415e-224,0,4.37305e-26,8.43609e-09,0.985748,
15478,7.00172e-318,0,8.13222e-187,0,0,0,3.4197e-167,4.94066e-324,3.51842e-236,0,0,0,0,0,0,3.93385e-249,0,6.9842e-46,5.92665e-09,0.985875,
15479,0,0,5.84427e-221,0,0,0,1.39497e-213,4.94066e-324,0,0,0,1.67572e-14,0,0,0,7.69491e-274,0,1.13389e-65,4.2048e-09,0.98546,
15480,0,0,4.32721e-255,1.66852e-193,8.65693e-183,0,6.08758e-260,4.94066e-324,0,0,0,1.15591e-51,0,0,0,1.53351e-298,0,1.87938e-85,3.06335e-09,0.985325,
15481,0,0,3.23024e-289,0,0,1.30581e-164,2.87498e-306,4.94066e-324,0,0,0,8.07814e-89,0,0,0,2.96439e-323,0,3.09083e-105,2.2203e-09,0.984084,
15482,0,0,2.47033e-323,0,0,0,1.93646e-44,4.94066e-324,0,0,0,5.86804e-126,0,0,0,4.94066e-324,0,5.05728e-125,1.61127e-09,0.984167,
15483,0,0,0,0,0,0,1.04751e-90,4.94066e-324,0,0,0,4.22712e-163,0,0,0,4.94066e-324,0,8.04132e-145,1.15044e-09,0.98517,
15484,0,0,0,0,0,0,5.08146e-137,4.94066e-324,0,0,0,3.00199e-200,0,0,0,4.94066e-324,0,1.28537e-14,8.18997e-10,0.98607,
15485,0,0,0,0,0,0,2.82144e-183,4.94066e-324,0,0,0,2.18102e-237,0,0,0,4.94066e-324,0,2.02587e-34,5.86839e-10,0.984611,
15486,0,0,0,0,0,0,1.98096e-229,4.94066e-324,0,0,0,1.62872e-274,0,0,0,4.94066e-324,0,3.1231e-54,4.03987e-10,0.985288,
15487,0,0,0,0,0,0,1.24156e-275,4.94066e-324,0,0,0,1.19817e-311,0,0,0,4.94066e-324,0,4.77921e-74,2.79232e-10,0.983677,
15488,0,0,0,0,0,0,1.07212e-321,4.94066e-324,0,0,0,0,0,0,0,4.94066e-324,0,7.13618e-94,1.89057e-10,0.984809,
15489,0,0,0,0,0,0,0,4.94066e-324,0,0,0,0,0,0,0,2.02551e-09,0,1.07558e-113,1.31702e-10,0.985193,
15490,0,2.87044e-19,0,0,0,0,0,4.94066e-324,0,0,2.26467e-122,0,0,0,0,3.57625e-34,0,1.6062e-133,9.16755e-11,0.985008,
15491,0,3.63506e-57,0,0,0,0,0,4.94066e-324,0,0,0,0,0,0,0,6.16023e-59,2.44218e-23,2.35433e-153,6.3455e-11,0.984799,
15492,0,4.91089e-95,0,0,0,0,0,4.94066e-324,0,0,0,0,0,0,0,0.000101696,4.56145e-61,3.33671e-173,4.34398e-11,0.983202,
15493,0,6.41193e-133,0,0,0,0,0,4.94066e-324,0,0,0,0,0,0,0,1.65998e-29,8.03346e-99,4.69467e-193,2.95771e-11,0.985637,
15494,0,7.11446e-27,0,0,0,0,0,4.94066e-324,0,0,0,0,0,0,0,2.7226e-54,1.33269e-136,6.40809e-213,1.95408e-11,0.986216,
15495,0,7.15629e-65,0,0,0,0,0,4.94066e-324,0,0,0,0,0,0,0,4.61554e-79,2.14477e-174,9.01698e-233,1.29802e-11,0.987705,
15496,0,6.52974e-103,0,0,7.82497e-71,0,0,4.94066e-324,0,0,0,0,0,0,0,8.05894e-104,3.41365e-212,1.31986e-252,8.79529e-12,0.988608,
15497,0,6.3556e-141,0,0,3.71833e-281,0,0,4.94066e-324,0,0,0,0,0,0,0,1.5151e-128,5.93203e-250,2.0392e-272,0.000716248,0.988562,
15498,0,5.61369e-179,0,0,0,0,0,4.94066e-324,0,0,0,0,3.44224e-91,0,2.6707e-19,2.86341e-153,9.91812e-288,3.18046e-292,0.000493134,0.989548,
15499,0,4.58661e-217,0,0,0,0,0,4.94066e-324,0,0,0,0,2.32632e-243,0,0,5.63519e-178,0,5.17649e-312,0.000352524,0.990746,
15500,0,3.53167e-255,0,0,0,0,0,4.94066e-324,0,0,0,0,0,0,0,1.12815e-202,0,4.94066e-324,0.000256177,0.991276,
15501,0,2.59341e-293,0,0,0,0,0,4.94066e-324,0,0,0,0,0,0,0,2.28957e-227,0,4.94066e-324,0.000187822,0.991707,
15502,0,0,0,0,9.70203e-161,0,0,4.94066e-324,0,0,0,0,0,0,1.00099e-312,4.71841e-252,0,4.94066e-324,0.000138874,0.992044,
15503,0,0,0,0,0,0,0,4.94066e-324,0,0,0,0,0,0,0,9.8074e-277,0,4.94066e-324,0.00106739,0.990385,
15504,0,0,0,0,0,0,0,4.94066e-324,0,0,0,0,0,0,0,2.12039e-301,0,4.94066e-324,0.000775762,0.98902,
15505,0,0,0,0,0,0,0,4.94066e-324,0,0,0,0,0,0,0,4.94066e-324,0,4.94066e-324,0.00056715,0.988306,
15506,0,0,0,0,0,0,0,4.94066e-324,0,0,0,0,0,0,0,4.94066e-324,0,4.94066e-324,0.000418775,0.987627,
15507,0,0,0,0,0,0,0,4.94066e-324,0,0,0,0,0,0,0,4.94066e-324,0,4.94066e-324,0.000309384,0.986947,
15508,0,0,0,0,0,0,0,4.94066e-324,0,0,0,2.96643e-28,0,0,0,4.94066e-324,0,4.94066e-324,0.000222758,0.986153,
15509,0,0,0,8.70955e-92,0,0,0,4.94066e-324,0,0,0,2.02789e-65,0,0,0,4.94066e-324,0,4.94066e-324,0.000163337,0.987177,
15510,0,0,0,1.87357e-292,0,0,0,4.94066e-324,0,0,0,1.43e-102,0,0,0,4.94066e-324,6.60051e-23,4.94066e-324,0.000118417,0.985622,
15511,0,0,0,0,0,0,8.48155e-09,4.94066e-324,0,0,0,1.02233e-139,0,0,0,4.94066e-324,1.54128e-60,4.94066e-324,8.41943e-05,0.985403,
15512,0,0,0,0,8.12001e-118,0,4.45494e-11,4.94066e-324,0,0,0,7.59059e-177,0,0,0,4.94066e-324,3.4823e-98,1.29514e-16,5.79406e-05,0.983616,
15513,0,0,0,0,1.57713e-313,0,5.91346e-57,4.94066e-324,0,0,0,6.00629e-214,0,0,0,4.94066e-324,8.29284e-136,2.84537e-10,3.93266e-05,0.982095,
15514,0,0,0,1.07736e-123,0,0,1.0769e-102,4.94066e-324,0,0,0,4.39529e-251,0,0,0,4.94066e-324,1.98341e-173,3.92663e-30,2.62081e-05,0.982505,
15515,0,0,0,1.0772e-53,0,0,1.57711e-148,4.94066e-324,0,0,0,3.21741e-288,1.70077e-22,0,0,4.94066e-324,4.0358e-211,5.14374e-50,1.6936e-05,0.983587,
15516,0,0,0,8.35964e-247,0,0,1.79132e-194,4.94066e-324,0,0,0,0,4.91124e-257,0,0,4.94066e-324,7.70782e-249,6.82919e-70,1.10846e-05,0.984315,
15517,0,0,0,0,0,0,1.90202e-42,4.94066e-324,0,0,0,0,0,0,0,4.94066e-324,1.37041e-286,4.92545e-17,7.32239e-06,0.985753,
15518,0,0,0,0,0,0,1.09494e-88,4.94066e-324,0,0,0,0,0,2.13105e-31,1.35396e-313,4.94066e-324,0,6.83406e-37,4.80835e-06,0.987957,
15519,0,0,0,0,0,0,4.59514e-135,4.94066e-324,0,0,0,0,0,0.000178252,0,4.94066e-324,0,9.9959e-57,3.27689e-06,0.988034,
15520,0,0,0,0,0,0,1.50539e-181,4.94066e-324,0,0,0,0,0,5.90442e-42,0,4.94066e-324,0,1.48945e-76,2.2639e-06,0.989471,
15521,0,0,0,0,0,0,4.23775e-228,4.94066e-324,0,0,0,0,0,1.82792e-79,0,4.94066e-324,0,2.29515e-96,1.58864e-06,0.988404,
15522,0,0,0,0,0,0,1.30811e-274,4.94066e-324,0,0,0,0,0,5.62713e-117,0,4.94066e-324,0,3.11454e-116,9.71149e-07,0.989083,
15523,0,0,3.86934e-06,0,0,0,2.97428e-321,4.94066e-324,0,0,0,0,0,1.59154e-154,0,4.94066e-324,0,4.70759e-136,6.45932e-07,0.991161,
15524,0,0,1.22433e-40,0,3.46749e-144,0,0,4.94066e-324,0,0,8.77252e-87,0,0,4.10104e-192,0,4.94066e-324,0,7.67068e-156,4.5715e-07,0.992105,
15525,0,0,4.10519e-75,0,0,0,0,4.94066e-324,0,0,1.83903e-299,0,0,1.14039e-229,0,4.94066e-324,0,1.2861e-175,3.30942e-07,0.991709,
15526,0,0,1.30093e-109,0,0,0,0,4.94066e-324,0,2.06786e-133,0,0,0,3.19097e-267,0,4.94066e-324,0,2.2039e-195,2.42424e-07,0.992082,
15527,0,0,3.69954e-144,0,0,0,0,4.94066e-324,0,0,0,0,0,8.14769e-305,0,4.94066e-324,0,8.78127e-16,1.77497e-07,0.9923,
15528,0,0,9.96821e-179,0,0,0,0,4.94066e-324,0,0,0,0,0,0,8.57378e-127,4.94066e-324,0,1.56338e-35,1.33004e-07,0.9918,
15529,0,0,3.22913e-213,0,0,0,4.72859e-20,4.94066e-324,0,4.22587e-161,0,0,0,0,0,4.94066e-324,0,2.74016e-55,9.90202e-08,0.990489,
15530,0,0,1.2398e-247,0,0,0,1.08091e-66,4.94066e-324,1.47066e-96,0,0,0,0,6.90472e-32,0,4.94066e-324,0,4.50273e-75,7.03572e-08,0.989756,
15531,0,0,5.02646e-282,0,0,0,2.93438e-113,4.94066e-324,7.60367e-321,0,0,0,0,2.03807e-69,0,4.94066e-324,0,7.75411e-95,5.18129e-08,0.989865,
15532,0,0,2.15329e-316,0,0,0,9.09779e-160,4.94066e-324,1.6283e-138,0,0,0,0,6.14043e-107,0,4.94066e-324,0,1.35353e-114,3.84542e-08,0.989617,
15533,0,0,0,0,0,0,3.31533e-206,4.94066e-324,0,0,0,0,0,1.9546e-144,0,4.94066e-324,0,2.37738e-134,2.87134e-08,0.988176,
15534,0,0,0,0,0,0,1.58395e-252,4.94066e-324,0,0,0,0,0,7.12765e-182,0,7.82524e-15,0,4.06778e-154,2.09971e-08,0.988227,
15535,0,0,0,0,0,0,7.11226e-299,4.94066e-324,0,0,0,0,0,2.62657e-219,0,1.64428e-39,0,7.02308e-174,1.54335e-08,0.985818,
15536,0,0,0,0,0,0,0,4.94066e-324,0,2.81389e-47,0,0,0,8.94267e-257,1.42033e-194,3.39374e-64,0,1.17371e-193,1.09671e-08,0.988749,
15537,0,0,0,0,8.89099e-179,0,0,4.94066e-324,0,3.84629e-235,0,0,0,3.14103e-294,0,6.78766e-89,0,1.92828e-213,7.74674e-09,0.987501,
15538,0,0,0,0,0,0,0,4.94066e-324,0,2.5374e-11,0,0,0,0,0,1.33569e-113,0,3.14266e-233,5.49284e-09,0.988178,
15539,0,0,0,0,0,0,0,4.94066e-324,0,1.58275e-201,0,0,0,0,0,2.78954e-138,0,5.42479e-253,4.05321e-09,0.988971,
15540,0,0,0,0,0,0,0,4.94066e-324,0,0,0,0,0,0,9.86225e-41,5.9551e-163,0,9.50624e-273,3.00023e-09,0.987393,
15541,0,0,0,0,0,0,0,4.94066e-324,0,0,0,0,0,0,0,1.25869e-187,1.92115e-30,1.66171e-292,2.25886e-09,0.986183,
15542,0,1.76618e-31,0,0,0,0,0,4.94066e-324,0,0,0,1.06854e-35,0,0,0,2.56378e-212,4.39874e-68,2.83531e-312,1.69145e-09,0.985707,
15543,0,1.86678e-69,0,0,0,0,0,4.94066e-324,0,0,0,7.22145e-73,0,0,0,5.24872e-237,1.0275e-105,4.94066e-324,1.27822e-09,0.984927,
15544,0,2.31303e-107,0,0,0,0,0,4.94066e-324,0,0,0,5.09352e-110,0,0,0,1.06947e-261,2.47977e-143,4.94066e-324,9.68705e-10,0.983939,
15545,0,3.27107e-145,0,0,0,0,0,4.94066e-324,0,0,0,3.65312e-147,0,0,4.84514e-125,2.03876e-286,5.65631e-181,4.94066e-324,6.93104e-10,0.982143,
15546,0,4.58028e-183,0,0,0,0,0,4.94066e-324,0,0,0,2.78613e-184,0,0,0,3.83049e-311,1.20701e-218,4.94066e-324,4.80744e-10,0.983721,
15547,0,6.24907e-221,0,0,0,0,0,4.94066e-324,0,0,0,2.07694e-221,0,0,0,4.94066e-324,2.53143e-256,4.94066e-324,3.28059e-10,0.983382,
15548,0,9.18694e-259,0,0,4.17617e-35,1.07563e-05,0,2.06752e-12,0,0,0,1.56513e-258,0,0,0,4.94066e-324,5.45253e-294,4.94066e-324,2.24238e-10,0.983921,
15549,0,1.54875e-296,0,0,4.88679e-230,1.76426e-200,0,2.6224e-41,0,2.81787e-14,0,1.22364e-295,0,0,0,4.94066e-324,0,3.86337e-22,0.000842999,0.982935,
15550,0,0,0,0,0,0,0,3.43524e-70,0,1.81277e-190,0,0,0,0,2.5125e-155,4.94066e-324,0,6.15543e-42,0.000595682,0.983878,
15551,0,0,0,1.92655e-113,0,0,0,7.85325e-27,0,0,0,0,0,0,0,4.94066e-324,0,9.74153e-62,0.000422002,0.983583,
15552,0,0,0,2.30875e-302,0,0,0,1.31505e-55,0,0,0,0,0,0,0,4.94066e-324,0,1.50712e-81,0.000295599,0.9807,
15553,0,0,0,0,0,0,0,2.37618e-84,0,0,0,0,0,0,0,4.94066e-324,0,2.36201e-101,0.000209309,0.980811,
15554,0,0,0,0,0,0,0,5.27284e-113,0,0,0,0,1.86257e-202,0,0,4.94066e-324,0,3.54198e-121,0.00103553,0.979394,
15555,0,0,0,0,0,0,4.88976e-47,1.11182e-141,0,0,0,3.14036e-25,0,0,0,6.24359e-08,0,5.10191e-141,0.000699746,0.98062,
15556,0,0,0,0,0,0,1.04512e-92,2.05342e-170,0,0,0,2.695e-62,0,0,0,1.13873e-32,0,7.46737e-161,0.000474648,0.98152,
15557,0,0,0,0,0,0,1.7486e-138,3.40024e-199,0,0,0,2.23233e-99,0,0,0,2.01078e-57,0,1.03636e-180,0.000310458,0.981927,
15558,0,0,0,0,0,0,2.32495e-184,5.12684e-228,0,0,0,1.80576e-136,0,0,2.06982e-84,3.51662e-82,0,1.44931e-200,0.000205142,0.982868,
15559,0,0,0,0,0,0,2.38166e-230,6.8667e-257,0,0,0,1.41148e-173,0,0,0,6.00805e-107,0,2.03164e-220,0.000136131,0.982608,
15560,0,0,1.75744e-10,0,0,0,2.63327e-276,9.98466e-286,0,0,0,1.11072e-210,0,0,0,1.01255e-131,0,2.85612e-240,9.09105e-05,0.983005,
15561,0,0,2.48865e-44,0,0,0,2.2233e-322,1.15175e-314,0,0,0,8.4544e-248,0,0,0,1.78157e-156,0,4.19097e-260,6.24618e-05,0.984633,
15562,0,0,2.82378e-78,8.47951e-64,0,0,0,4.94066e-324,0,0,0,6.23738e-285,0,0,0,3.07017e-181,0,6.03932e-280,4.18171e-05,0.984567,
15563,0,0,2.9975e-112,4.992e-259,1.29886e-45,0,0,4.94066e-324,0,0,0,4.64422e-322,0,0,0,5.39265e-206,0,8.8353e-300,2.80838e-05,0.985492,
15564,0,0,3.60036e-146,0,1.96314e-243,0,0,4.94066e-324,0,0,0,0,0,0,4.70368e-188,9.75292e-231,0,1.31846e-319,1.90934e-05,0.984843,
15565,0,0,4.03411e-180,0,0,0,0,4.94066e-324,0,0,0,0,0,0,0,1.81485e-255,0,4.94066e-324,1.31353e-05,0.985022,
15566,0,0,5.59978e-214,1.94662e-128,0,0,0,4.94066e-324,0,0,0,0,0,0,0,3.30473e-280,9.90874e-33,4.94066e-324,8.93578e-06,0.984714,
15567,0,0,6.38203e-248,1.97626e-323,0,0,0,4.94066e-324,0,0,0,0,0,0,0,5.94659e-305,2.00509e-70,4.94066e-324,6.02262e-06,0.985281,
15568,0,0,5.30828e-282,0,9.84361e-151,0,0,4.94066e-324,0,0,0,0,0,0,0,4.94066e-324,3.73349e-108,4.94066e-324,4.06356e-06,0.987569,
15569,0,0,3.58833e-316,0,0,0,0,4.94066e-324,0,0,0,0,0,0,0,4.94066e-324,7.24881e-146,4.94066e-324,2.85855e-06,0.98754,
15570,0,0,0,0,0,0,0,4.94066e-324,0,0,0,0,0,0,0,4.94066e-324,7.1747e-08,4.94066e-324,2.02157e-06,0.987253,
15571,0,0,0,0,0,0,0,4.94066e-324,0,0,0,0,0,0,0,4.94066e-324,1.45971e-45,4.94066e-324,1.43219e-06,0.986727,
15572,0,0,0,0,0,0,0,4.94066e-324,0,0,0,0,0,7.86845e-11,1.45784e-178,4.94066e-324,2.56557e-83,4.94066e-324,9.98506e-07,0.988058,
15573,0,2.61688e-19,0,0,0,0,0,4.94066e-324,0,0,0,0,0,3.09801e-48,0,4.94066e-324,4.44879e-121,4.94066e-324,6.74783e-07,0.986509,
15574,0,2.7627e-57,0,0,0,0,0,4.94066e-324,0,0,0,0,0,1.26936e-85,0,4.94066e-324,7.41493e-159,4.94066e-324,4.51242e-07,0.987064,
15575,0,2.85377e-95,0,0,0,0,0,4.94066e-324,0,0,0,0,0,5.05056e-123,0,4.94066e-324,1.29065e-196,4.94066e-324,3.10089e-07,0.98837,
15576,0,3.03159e-133,0,0,1.58612e-160,0,0,4.94066e-324,0,0,0,0,0,1.92583e-160,0,4.94066e-324,2.4251e-234,4.94066e-324,2.17907e-07,0.988217,
15577,0,3.68751e-171,0,0,0,0,0,4.94066e-324,0,0,0,0,0,8.17626e-198,0,4.94066e-324,4.80883e-272,4.94066e-324,1.528e-07,0.986926,
15578,0,4.48676e-209,0,0,0,0,0,4.94066e-324,0,0,0,0,0,3.35713e-235,0,4.94066e-324,9.27428e-310,4.94066e-324,1.08043e-07,0.987543,
15579,0,6.00537e-247,0,0,0,0,0,4.94066e-324,0,0,0,0,0,1.51209e-272,0,4.94066e-324,0,4.94066e-324,7.60528e-08,0.985265,
15580,2.92819e-196,8.0233e-285,0,0,0,0,0,4.94066e-324,0,0,0,0,0,7.33638e-310,6.11591e-209,4.94066e-324,0,4.94066e-324,5.32682e-08,0.985466,
15581,0,9.88131e-323,0,0,0,0,0,4.94066e-324,0,0,0,0,0,0,0,4.94066e-324,0,4.94066e-324,3.76031e-08,0.985393,
15582,0,0,0,7.74797e-20,0,0,0,4.94066e-324,0,0,0,0,0,0,0,4.94066e-324,0,1.07084e-06,2.65618e-08,0.986298,
15583,0,0,0,5.78399e-222,0,0,0,4.94066e-324,0,0,0,0,0,0,0,4.94066e-324,0,1.68221e-26,1.8596e-08,0.987252,
15584,0,0,0,0,0,0,0,4.94066e-324,0,0,5.51626e-16,0,0,0,0,4.94066e-324,0,2.49917e-46,1.2311e-08,0.986638,
