CURE,Memory-one
1.71481868,1.71482743
1.99987759,1.99988539
2.15360024,2.15360779
2.25010806,2.25011541
2.31581069,2.31581819
2.36425186,2.36425921
2.40112113,2.40112808
2.43000216,2.43000951
2.45365286,2.45366021
2.47115852,2.47116582
1.16246244,1.16247379
1.83602444,1.83603309
2.11161662,2.11162442
2.25015364,2.25016094
2.33313915,2.3331467
2.38917277,2.38917962
2.42921747,2.42922462
2.45927379,2.45928119
2.48289296,2.48290036
2.50166212,2.50166892
2.51612281,2.51613036
1.23882747,1.23883792
2.00333722,2.00334522
2.25022271,2.25023031
2.36303251,2.36303976
2.4281558,2.4281631
2.47022456,2.47023176
2.49999877,2.50000597
2.5221854,2.5221924
2.5393779,2.5393845
2.55301025,2.55301665
2.56323513,2.56324218
1.42641908,1.42642843
2.24988919,2.24989649
2.42623615,2.4262433
2.49760576,2.49761256
2.53628996,2.53629706
2.56084798,2.56085463
2.57787322,2.57787987
2.59026801,2.59027476
2.59981067,2.59981732
2.60779197,2.60779867
2.61341703,2.61342358
2.24936838,2.24937593
2.60080848,2.60081548
2.63153727,2.63154417
2.64255596,2.64256311
2.64822748,2.64823413
2.6521122,2.652119
2.65480257,2.65480932
2.65689401,2.65690031
2.65857807,2.65858447
2.6599083,2.65991525
2.66122973,2.66123643
1.04713372,1.04716172
1.43759254,1.43760214
1.70150919,1.70151794
1.87500588,1.87501443
1.99767914,1.99768714
2.08922283,2.08923058
2.16010625,2.16011355
2.21675302,2.21676067
2.26300985,2.2630169
2.30132868,2.30133598
2.33095624,2.33096344
1.05461282,1.05463697
1.47198866,1.47199796
1.74286237,1.74287072
1.91675382,1.91676202
2.03822423,2.03823208
2.12741667,2.12742442
2.19603907,2.19604647
2.25042331,2.25043121
2.29443578,2.29444278
2.33128424,2.33129169
2.3590494,2.35905625
1.06461575,1.0646333
1.51522135,1.5152308
1.79466905,1.79467785
1.96840161,1.96840956
2.08668823,2.08669543
2.17324692,2.17325497
2.23865111,2.23865856
2.29010142,2.29010887
2.33141349,2.33142104
2.36575075,2.3657576
2.39181377,2.39182017
1.07763756,1.07765231
1.56786971,1.56787856
1.85349099,1.85349884
2.02545152,2.02545972
2.14008139,2.14008894
2.22256635,2.2225734
2.28390036,2.28390731
2.33209964,2.33210699
2.37013204,2.37013874
2.40216967,2.40217677
2.42585893,2.42586603
1.09425228,1.09426598
1.63057408,1.63058318
1.921479,1.92148715
2.08971449,2.08972199
2.19855746,2.19856506
2.27560169,2.27560934
2.33238786,2.33239526
2.3763936,2.37640065
2.41156824,2.41157554
2.43996058,2.43996823
2.46147245,2.46147935
1.11742434,1.11743759
1.70705434,1.70706354
1.99989476,1.99990231
2.16064271,2.16065051
2.2626142,2.2626218
2.33278491,2.33279221
2.38425043,2.38425783
2.42357889,2.42358604
2.45459579,2.45460279
2.47981159,2.47981829
2.4988062,2.498813
1.15012883,1.15014108
1.8042116,1.80422015
2.09211513,2.09212318
2.24155026,2.24155721
2.33348246,2.33348951
2.39540106,2.39540806
2.43993214,2.43993874
2.47372635,2.4737334
2.50043894,2.50044569
2.52155919,2.52156609
2.53772019,2.53772694
1.20308521,1.20309626
1.92894204,1.92895009
2.20256978,2.20257738
2.33395393,2.33396153
2.41189343,2.41190063
2.46323883,2.46324563
2.50004536,2.50005241
2.52735255,2.52735965
2.548783,2.54878985
2.56582262,2.56582967
2.57849015,2.57849675
1.29760691,1.29761671
2.09767305,2.09768085
2.33471991,2.33472731
2.43996056,2.43996751
2.49968214,2.49968884
2.537851,2.5378577
2.56471073,2.56471743
2.58472263,2.58472973
2.59999493,2.60000168
2.61214569,2.61215194
2.62130606,2.62131231
1.51858678,1.51859653
2.33688451,2.33689176
2.49862592,2.49863287
2.56334655,2.56335295
2.59812864,2.59813524
2.62000337,2.62000967
2.63483476,2.63484151
2.64593455,2.6459407
2.6543522,2.6543581
2.66125266,2.66125861
2.66606434,2.66607094
2.35686401,2.35687126
2.6562139,2.65622055
2.68319245,2.68319885
2.69257862,2.69258497
2.69759685,2.69760335
2.70083372,2.70083982
2.70310095,2.70310745
2.70487613,2.70488263
2.70636835,2.7063745
2.70751919,2.70752564
2.70846913,2.70847533
1.05672783,1.05675018
1.49392859,1.49393769
1.7734589,1.7734675
1.95147656,1.95148481
2.07421057,2.07421827
2.1643002,2.16430765
2.23331883,2.23332613
2.28781791,2.28782481
2.3322407,2.3322477
2.36852951,2.36853631
2.39633391,2.39634071
1.06586148,1.06588133
1.53090819,1.53091749
1.81689633,1.81690488
1.99397121,1.99397881
2.11499491,2.11500281
2.20215095,2.20215895
2.26860314,2.26861074
2.32030972,2.32031697
2.36236661,2.36237341
2.39696993,2.39697653
2.42302219,2.42302929
1.07843594,1.07845259
1.57893872,1.57894797
1.87082436,1.87083241
2.04595849,2.04596614
2.16300241,2.16300981
2.24647026,2.24647751
2.30938746,2.30939371
2.35855178,2.35855838
2.39750216,2.39750951
2.42970251,2.42970921
2.45379099,2.45379734
1.09418197,1.09419752
1.63524069,1.63524939
1.93139266,1.93140076
2.10314868,2.10315643
2.21539367,2.21540122
2.29406517,2.29407252
2.35276608,2.35277333
2.39830796,2.39831486
2.43432362,2.43433062
2.46372956,2.46373666
2.48595115,2.4859574
1.11542935,1.1154437
1.70153133,1.70154053
2.00007135,2.00007945
2.16615757,2.16616502
2.27182161,2.27182926
2.3451212,2.34512815
2.39891948,2.39892678
2.44011233,2.44011928
2.47287117,2.47287807
2.49935605,2.4993627
2.51938038,2.51938688
1.14336032,1.14337262
1.78291366,1.78292216
2.0789812,2.0789886
2.23611217,2.23611937
2.33343262,2.33343992
2.3995643,2.39957185
2.44796244,2.44796944
2.48449336,2.48450006
2.51307353,2.51308038
2.53649352,2.53650022
2.55372955,2.55373625
1.18390746,1.18391941
1.88329937,1.88330767
2.16951001,2.16951741
2.31404403,2.31405098
2.40054666,2.40055366
2.45853377,2.45854087
2.49998731,2.49999411
2.53123906,2.53124611
2.5554088,2.55541515
2.57514835,2.57515465
2.58957214,2.58957844
1.24719439,1.24720524
2.01110696,2.01111471
2.27691583,2.27692303
2.40185359,2.40185999
2.47433613,2.47434318
2.5218316,2.5218382
2.55550098,2.55550763
2.58060654,2.58061354
2.59996389,2.59997029
2.61533994,2.61534564
2.62716169,2.62716784
1.35894444,1.35895419
2.17815985,2.17816765
2.4031058,2.40311275
2.5009084,2.50091525
2.55549673,2.55550333
2.59064794,2.59065444
2.61495094,2.61495734
2.63272431,2.63273056
2.64673606,2.64674246
2.65776252,2.65776857
2.6658831,2.6658896
1.61077763,1.61078683
2.40609464,2.40610149
2.55545014,2.55545704
2.61409076,2.61409726
2.64537165,2.6453782
2.66501167,2.66501767
2.67842347,2.67842927
2.68834836,2.68835491
2.69589003,2.69589618
2.70192361,2.70192991
2.70623971,2.70624606
2.44261439,2.44262114
2.69843087,2.69843742
2.7220026,2.7220087
2.73051768,2.73052378
2.73483845,2.734845
2.73768302,2.73768912
2.73966154,2.73966739
2.7410637,2.7410699
2.74230868,2.74231463
2.74334781,2.74335371
2.74415868,2.74416493
1.06811183,1.06813033
1.54768636,1.54769551
1.83907818,1.83908623
2.01906486,2.01907291
2.14104253,2.14105073
2.22896982,2.22897707
2.29543358,2.29544103
2.34787856,2.34788586
2.38990579,2.38991244
2.42431916,2.42432566
2.4505505,2.45055735
1.07919465,1.07921145
1.5867525,1.58676115
1.88380625,1.88381445
2.06193021,2.06193701
2.18083654,2.18084384
2.26544977,2.26545707
2.32941168,2.32941848
2.37896229,2.37896934
2.41860235,2.41860915
2.45123686,2.45124406
2.47601598,2.47602258
1.09446154,1.09447624
1.63794753,1.63795663
1.9387306,1.9387389
2.11367291,2.11368016
2.22768813,2.22769528
2.30861335,2.30862
2.36864903,2.36865613
2.41494423,2.41495148
2.45207335,2.45208015
2.48237754,2.48238429
2.50520061,2.50520686
1.11341044,1.11342414
1.69727295,1.6972815
1.99977076,1.99977841
2.16994978,2.16995728
2.27857646,2.27858381
2.35442676,2.35443391
2.41030192,2.41030902
2.45287832,2.45288517
2.48695245,2.4869594
2.51433828,2.51434498
2.53490513,2.53491143
1.13827009,1.13828394
1.76754611,1.76755491
2.06873334,2.06874114
2.23161817,2.23162517
2.33355489,2.33356174
2.40320518,2.40321138
2.45374863,2.45375553
2.49264951,2.49265646
2.52316229,2.52316909
2.54750282,2.54750997
2.56599936,2.56600601
1.17236719,1.17237894
1.85166919,1.85167739
2.14701876,2.14702626
2.2990734,2.29908125
2.39231956,2.39232661
2.45471224,2.45471954
2.50003199,2.50003874
2.53400635,2.5340124
2.56068444,2.56069089
2.58219108,2.58219728
2.5982502,2.5982568
1.21990546,1.21991621
1.95439582,1.95440387
2.23615578,2.23616323
2.37418547,2.37419247
2.45584469,2.45585149
2.51006347,2.51007052
2.54892103,2.54892768
2.5775391,2.5775457
2.59999979,2.60000599
2.61782732,2.61783372
2.63129824,2.63130464
1.29432159,1.29433189
2.08210419,2.08211179
2.33938246,2.33938946
2.4572803,2.45728665
2.52499291,2.52499961
2.56939594,2.56940264
2.6002385,2.60024455
2.62338251,2.62338896
2.64094236,2.64094866
2.65512419,2.65513009
2.66572426,2.66573031
1.42405503,1.42406483
2.24602541,2.24603256
2.45985959,2.45986599
2.55023268,2.55023848
2.6003785,2.60038475
2.63266222,2.63266877
2.65492428,2.65493043
2.67126753,2.67127378
2.68380695,2.68381315
2.69376668,2.69377298
2.70113602,2.70114192
1.69968494,1.69969374
2.46388296,2.46389031
2.6010304,2.60103745
2.6544438,2.6544502
2.68313426,2.68314006
2.70080089,2.70080704
2.71296326,2.71296946
2.72182546,2.72183156
2.72857639,2.72858254
2.73386547,2.73387162
2.73787842,2.73788427
2.5110579,2.51106455
2.73154337,2.73154942
2.75275285,2.7527587
2.7599872,2.7599931
2.76391458,2.76392043
2.76644034,2.76644639
2.76823373,2.76823998
2.76948135,2.76948765
2.77060854,2.77061459
2.77137461,2.77138076
2.77207867,2.77208437
1.08120247,1.08122492
1.5987963,1.59880565
1.8990523,1.8990604
2.07925259,2.07926024
2.19902701,2.19903431
2.28459879,2.28460604
2.34902163,2.34902823
2.39859124,2.39859839
2.43856184,2.43856874
2.47135292,2.47135942
2.49619847,2.49620507
1.09416776,1.09418501
1.64126209,1.64127114
1.94467027,1.94467817
2.12177874,2.12178639
2.23806803,2.23807498
2.32004558,2.32005248
2.38122462,2.38123147
2.42853413,2.42854068
2.46620699,2.46621399
2.49725299,2.49725944
2.52017899,2.52018584
1.11233924,1.11235454
1.69437594,1.69438454
1.99967146,1.99967901
2.17311464,2.17312184
2.284272,2.2842791
2.36191798,2.36192453
2.41896608,2.41897238
2.46309704,2.46310394
2.49791604,2.49792289
2.52623307,2.52623942
2.54761033,2.54761678
1.13510561,1.13511841
1.75621505,1.7562233
2.06163573,2.06164358
2.22787268,2.22788023
2.33322587,2.33323272
2.40567219,2.40567889
2.45846617,2.45847292
2.49898362,2.49898992
2.53080883,2.53081533
2.55634501,2.55635141
2.57583663,2.57584273
1.1641689,1.1641812
1.82847279,1.82848094
2.12939102,2.12939862
2.28853128,2.28853863
2.38571844,2.38572484
2.45217757,2.45218437
2.49996514,2.49997114
2.53636268,2.53636953
2.56451701,2.56452331
2.58767599,2.58768264
2.60468666,2.60469301
1.20389388,1.20390643
1.91471901,1.91472671
2.20674485,2.2067522
2.35402442,2.35403117
2.44183857,2.44184552
2.50121239,2.50121929
2.54343076,2.54343796
2.57516069,2.57516679
2.59989463,2.59990088
2.61989957,2.61990582
2.63490262,2.63490857
1.25898654,1.25899749
2.01816218,2.01816978
2.29375759,2.29376444
2.42512693,2.42513343
2.50243974,2.50244654
2.5532154,2.5532218
2.58894533,2.58895158
2.6159282,2.6159346
2.63635266,2.63635896
2.6530704,2.6530766
2.66539982,2.66540587
1.34408058,1.34409048
2.14561216,2.14561926
2.39304293,2.39304943
2.50409574,2.50410244
2.56754352,2.56754992
2.60838186,2.60838796
2.63693816,2.63694461
2.65818588,2.65819203
2.67455111,2.67455726
2.68751817,2.68752397
2.69715015,2.6971563
1.48750916,1.48751866
2.30517884,2.30518594
2.50622556,2.50623176
2.59102901,2.59103571
2.63757205,2.63757815
2.66696997,2.66697622
2.68739022,2.68739637
2.70231986,2.70232636
2.71401106,2.71401711
2.72299607,2.72300197
2.72979338,2.72979908
1.78414284,1.78415109
2.51178385,2.5117912
2.63870636,2.63871266
2.68739769,2.68740374
2.71348182,2.71348782
2.72968603,2.72969258
2.740735,2.740741
2.74876356,2.74876976
2.75483009,2.75483559
2.75977447,2.75978037
2.76340578,2.76341158
2.56730717,2.56731362
2.75841117,2.75841697
2.77707206,2.77707821
2.7837649,2.78377085
2.78726115,2.78726705
2.78953563,2.78954148
2.79107099,2.79107664
2.79230625,2.7923119
2.79317548,2.79318093
2.79395749,2.79396314
2.79459102,2.79459682
1.09612526,1.09614116
1.64802986,1.64803896
1.9542769,1.95428505
2.13320323,2.13321058
2.25060324,2.25061034
2.33320888,2.33321573
2.39503784,2.39504479
2.44275846,2.44276506
2.48095343,2.48095978
2.5116994,2.5117062
2.53509389,2.53510099
1.11142413,1.11143768
1.69205371,1.69206266
1.99993347,1.99994152
2.17571019,2.17571754
2.28856387,2.28857057
2.3676055,2.3676118
2.42635932,2.42636587
2.47136575,2.4713724
2.50711501,2.50712121
2.53587418,2.53588133
2.55763098,2.55763748
1.13288925,1.13290315
1.7475094,1.74751775
2.05570741,2.05571571
2.22554694,2.22555454
2.33333137,2.33333812
2.40793416,2.40794166
2.46249746,2.46250371
2.50412783,2.50413423
2.53702605,2.5370323
2.5635281,2.5635345
2.58370479,2.58371109
1.1584086,1.15842195
1.81083339,1.81084154
2.11659967,2.11660787
2.27948146,2.27948896
2.38072595,2.38073255
2.44980999,2.44981649
2.4998972,2.49990355
2.53820907,2.53821572
2.56803575,2.56804225
2.59198615,2.5919923
2.61021368,2.61022028
1.19236089,1.19237314
1.88485016,1.88485826
2.18442259,2.18442989
2.33778546,2.33779241
2.43110779,2.43111444
2.49390955,2.493916
2.53929947,2.53930557
2.57333679,2.57334354
2.60005353,2.60005988
2.62150585,2.6215121
2.63745187,2.63745802
1.23799364,1.23800454
1.97257536,1.97258331
2.25958265,2.25958965
2.40051515,2.40052175
2.48468073,2.48468693
2.54034445,2.5403507
2.58018873,2.58019478
2.6100217,2.6100278
2.63295856,2.63296446
2.65149497,2.65150112
2.66522182,2.66522757
1.30058611,1.30059701
2.07620208,2.07620938
2.34357292,2.34357952
2.46928192,2.46928812
2.54214781,2.54215406
2.58941318,2.58941968
2.62291533,2.62292178
2.64801241,2.64801866
2.66705437,2.66706017
2.68251984,2.68252599
2.6938698,2.6938756
1.39518401,1.39519446
2.20191357,2.20192102
2.43909651,2.43910271
2.54381283,2.54381948
2.60309549,2.60310184
2.64123656,2.64124271
2.66766674,2.66767249
2.68735674,2.68736319
2.70240346,2.70240951
2.71434979,2.71435599
2.72324854,2.72325439
1.55211379,1.55212279
2.35694273,2.35694943
2.54629734,2.54630309
2.62544662,2.62545282
2.66867159,2.66867769
2.69578385,2.6957899
2.71465685,2.7146625
2.72839633,2.72840203
2.73898022,2.73898612
2.74737106,2.74737671
2.75344594,2.75345214
1.86357524,1.86358364
2.55271637,2.55272267
2.6699376,2.66994365
2.71498971,2.71499606
2.73878076,2.73878636
2.75365587,2.75366237
2.76369033,2.76369638
2.7710685,2.7710744
2.77674167,2.77674762
2.781186,2.7811923
2.78441006,2.78441596
2.61484241,2.61484861
2.7802231,2.78022935
2.79724686,2.79725246
2.80320935,2.8032151
2.80641746,2.80642346
2.8084825,2.8084882
2.80989764,2.80990319
2.81093078,2.81093653
2.81173548,2.81174098
2.81245824,2.81246399
2.81298768,2.81299298
1.1127708,1.11278795
1.69459209,1.69460064
2.00474119,2.00474899
2.18194564,2.18195274
2.29623219,2.29623899
2.37619001,2.37619686
2.43547361,2.43548021
2.48098446,2.48099081
2.51732753,2.51733368
2.54650046,2.54650686
2.56868761,2.56869401
1.13044076,1.13045506
1.74024879,1.74025739
2.05081973,2.05082688
2.22330681,2.22331386
2.33308769,2.33309449
2.40940031,2.40940726
2.46556701,2.46557366
2.50835004,2.50835679
2.54218875,2.54219535
2.5696194,2.56962525
2.59008303,2.59008918
1.15419538,1.15420883
1.79753807,1.79754637
2.10609513,2.10610243
2.27243258,2.27243943
2.37646705,2.3764739
2.44795081,2.44795746
2.49985499,2.49986169
2.53954729,2.53955379
2.57069827,2.57070462
2.59582414,2.59583079
2.61464491,2.61465076
1.18407029,1.18408239
1.86307401,1.86308286
2.16630254,2.16630969
2.32508399,2.32509124
2.42233981,2.42234641
2.48830234,2.48830934
2.535998,2.53600455
2.57169488,2.57170098
2.59995732,2.59996357
2.62257971,2.62258561
2.63952438,2.63953068
1.2225008,1.2225121
1.93783962,1.93784762
2.23301436,2.23302101
2.38139468,2.38140133
2.4707081,2.47071465
2.5303087,2.53031495
2.57293309,2.57293934
2.60518231,2.60518866
2.63013137,2.63013752
2.65017573,2.65018163
2.66514315,2.66514945
1.27332465,1.27333565
2.02496823,2.02497673
2.30639693,2.30640348
2.44206876,2.44207571
2.5216735,2.52168015
2.57461192,2.57461862
2.61166381,2.61167036
2.63955217,2.63955852
2.66110524,2.66111149
2.67840499,2.67841024
2.69117614,2.69118174
1.34343133,1.34344193
2.12874415,2.1287518
2.38764756,2.38765416
2.50702421,2.50703061
2.57596126,2.57596756
2.62060293,2.62060943
2.65196888,2.65197503
2.67513395,2.6751399
2.69322508,2.69323133
2.70756406,2.70757026
2.71797891,2.71798476
1.44801717,1.44802722
2.25151052,2.25151787
2.47878584,2.47879229
2.57776261,2.57776886
2.63355254,2.63355894
2.66915454,2.66916049
2.69379392,2.69380017
2.71214418,2.71215003
2.72603561,2.72604121
2.73717527,2.73718122
2.74542161,2.74542746
1.61693269,1.61694174
2.40242378,2.40243028
2.5811597,2.58116595
2.65442596,2.65443201
2.69474807,2.69475427
2.71999767,2.72000387
2.7373946,2.73740075
2.75036965,2.75037595
2.75999809,2.76000374
2.76763989,2.76764559
2.77334647,2.77335217
1.94168928,1.94169738
2.5873851,2.58739135
2.69632271,2.69632846
2.73798737,2.73799327
2.75995488,2.75996028
2.77368106,2.77368711
2.78289981,2.78290546
2.789785,2.789791
2.79497697,2.79498227
2.7989703,2.79897605
2.80201535,2.80202085
2.65377382,2.65377992
2.79863602,2.79864177
2.81407677,2.81408197
2.81953524,2.81954074
2.82250379,2.82250919
2.82435251,2.82435801
2.82562628,2.82563233
2.82656924,2.82657499
2.82727274,2.82727829
2.82791586,2.82792146
2.82836979,2.82837569
1.13081409,1.13082874
1.73917951,1.73918771
2.05201883,2.05202658
2.22589936,2.22590666
2.3370449,2.3370518
2.41452752,2.41453367
2.47115148,2.47115778
2.51463801,2.51464386
2.54910529,2.54911159
2.57689897,2.57690537
2.59796999,2.59797614
1.15036198,1.15037668
1.78638198,1.78638998
2.09752756,2.09753526
2.26662263,2.26662993
2.3734492,2.3734563
2.44650203,2.44650878
2.50009032,2.50009687
2.54081014,2.54081639
2.57293589,2.57294239
2.59891344,2.59891969
2.61841351,2.61841986
1.17788817,1.17790072
1.84507938,1.84508743
2.1519612,2.1519685
2.31463559,2.31464219
2.41519204,2.41519844
2.48355454,2.48356084
2.53289468,2.53290128
2.57064551,2.57065171
2.59998041,2.59998626
2.62371946,2.62372536
2.64140135,2.6414076
1.21134027,1.21135292
1.91171485,1.9117227
2.21165557,2.21166217
2.36583486,2.36584171
2.45904049,2.45904709
2.52190834,2.52191499
2.56724107,2.56724702
2.60109011,2.60109656
2.62775817,2.62776407
2.64923261,2.64923861
2.66500705,2.6650132
1.25467102,1.25468237
1.98683214,1.98683979
2.27641299,2.27642019
2.42018483,2.42019163
2.50519521,2.50520136
2.56198369,2.56198954
2.60248484,2.60249154
2.6327348,2.63274065
2.65629609,2.65630204
2.67513817,2.67514417
2.68913787,2.68914397
1.31083059,1.31084119
2.07456502,2.07457242
2.34820449,2.34821124
2.47821989,2.47822684
2.5541613,2.55416745
2.60387559,2.60388189
2.63905708,2.63906308
2.66539651,2.66540221
2.68560164,2.68560749
2.70173359,2.70173939
2.71362047,2.71362627
1.38767564,1.38768579
2.17656066,2.17656826
2.42711697,2.42712382
2.54066843,2.54067528
2.6054154,2.60542185
2.64745094,2.64745739
2.67689188,2.67689798
2.69876176,2.69876781
2.71558632,2.71559207
2.7289023,2.7289082
2.73875451,2.73876021
1.50160437,1.50161427
2.29693611,2.29694291
2.51413272,2.51413937
2.60757122,2.60757777
2.65982864,2.65983444
2.69322834,2.69323439
2.71641726,2.71642286
2.73312254,2.73312809
2.74633533,2.74634098
2.75665415,2.7566593
2.76441448,2.76442013
1.68117096,1.68118031
2.44171333,2.44171953
2.61094382,2.61094987
2.67993619,2.67994209
2.71722061,2.71722636
2.74081206,2.74081786
2.75712623,2.75713223
2.7689228,2.7689286
2.7779706,2.77797645
2.78509826,2.78510411
2.79032332,2.79032877
2.01095923,2.01096753
2.61853647,2.61854237
2.7192692,2.71927475
2.75777195,2.7577779
2.77817867,2.77818432
2.79080109,2.79080684
2.79940224,2.79940769
2.80561202,2.80561777
2.81039753,2.81040298
2.81427892,2.81428407
2.81697569,2.81698124
2.68576332,2.68576942
2.81414161,2.81414701
2.82821878,2.82822423
2.83331405,2.8333197
2.83606715,2.83607285
2.83773379,2.83773919
2.8388674,2.83887315
2.83976493,2.83977018
2.84044724,2.84045264
2.841081,2.8410869
2.84141108,2.84141668
1.14841767,1.14843182
1.77794986,1.77795841
2.09074996,2.09075716
2.26205258,2.26205988
2.37055339,2.37056014
2.44537544,2.44538194
2.49993788,2.49994483
2.54180292,2.54180942
2.57473984,2.57474664
2.6011969,2.60120275
2.62122265,2.62122845
1.17080708,1.17082008
1.82566574,1.82567384
2.13598417,2.13599142
2.30201243,2.30201908
2.4056511,2.4056579
2.47624426,2.47625091
2.52780434,2.52781074
2.56675589,2.56676219
2.59743533,2.59744103
2.62225106,2.62225711
2.64072181,2.64072796
1.20039808,1.20041108
1.88556552,1.88557407
2.18997621,2.18998366
2.34882601,2.34883281
2.44612135,2.44612755
2.51179523,2.51180173
2.55944148,2.55944758
2.5953923,2.5953986
2.62336702,2.62337277
2.6459582,2.64596435
2.66266102,2.66266732
1.23737431,1.23738606
1.95283026,1.95283811
2.24885776,2.24886466
2.39855902,2.39856547
2.48875539,2.48876139
2.54886502,2.54887117
2.59221941,2.59222506
2.62447803,2.62448413
2.64982448,2.64983088
2.6700794,2.6700853
2.68509237,2.68509862
1.28481494,1.28482584
2.02882016,2.02882816
2.31264623,2.31265278
2.45110173,2.45110788
2.53301546,2.53302216
2.58757894,2.58758484
2.62591675,2.6259224
2.65451739,2.65452364
2.67688428,2.67689038
2.69480466,2.69481071
2.70804436,2.70805006
1.34602269,1.34603304
2.11589348,2.11590138
2.38267281,2.38268026
2.50738904,2.50739514
2.57976556,2.57977161
2.62727344,2.62727954
2.66083662,2.66084262
2.68543421,2.68544006
2.70476117,2.70476707
2.72001756,2.72002331
2.73120516,2.73121066
1.42907458,1.42908448
2.21663705,2.2166443
2.45882232,2.45882797
2.56713783,2.56714368
2.62902907,2.62903497
2.66896833,2.66897418
2.69664949,2.69665519
2.71725312,2.71725887
2.73309885,2.73310465
2.74560076,2.74560641
2.75498888,2.75499443
1.54965319,1.54966219
2.33398978,2.33399663
2.54219944,2.54220589
2.63119697,2.63120327
2.68055205,2.6805577
2.71211017,2.71211607
2.73404313,2.73404888
2.74989608,2.74990198
2.76222858,2.76223438
2.77196368,2.77196938
2.77910031,2.77910581
1.73641663,1.73642498
2.47410647,2.47411317
2.63441226,2.63441836
2.69982709,2.69983309
2.73486028,2.73486578
2.7571039,2.7571095
2.77254903,2.77255453
2.78356485,2.78357035
2.79196535,2.79197065
2.79875568,2.79876123
2.80366801,2.80367361
2.07083477,2.07084252
2.64245598,2.64246183
2.73705674,2.73706279
2.77324124,2.77324664
2.79225871,2.79226406
2.80413344,2.80413869
2.81221442,2.81221992
2.81816232,2.81816762
2.8225843,2.82258985
2.82611985,2.82612515
2.82866649,2.82867239
2.71277238,2.71277843
2.82648965,2.82649565
2.83945729,2.83946269
2.84417232,2.84417777
2.84660253,2.84660808
2.84811909,2.84812439
2.84922795,2.8492335
2.85004024,2.85004564
2.85068185,2.8506876
2.85122632,2.85123167
2.85158964,2.85159509
1.03015341,1.03052166
1.26683468,1.26684463
1.45639795,1.4564074
1.59816975,1.59817855
1.70797964,1.70798834
1.79560143,1.79561038
1.86755829,1.86756699
1.92741911,1.92742781
1.97818559,1.97819374
2.02211581,2.02212421
2.05663897,2.05664722
1.03328566,1.03333641
1.28838779,1.28839789
1.48759003,1.48759953
1.63342297,1.63343232
1.74453508,1.74454388
1.83220358,1.83221208
1.90307494,1.90308314
1.96230188,1.96230983
2.01206388,2.01207248
2.05452009,2.05452869
2.08787874,2.08788694
1.03757241,1.03760126
1.31727886,1.31728886
1.52797246,1.52798131
1.6775976,1.67760675
1.78971338,1.78972193
1.87683734,1.87684604
1.94679553,1.94680373
2.0043302,2.00433875
2.05218696,2.05219526
2.09287928,2.09288753
2.12490441,2.12491241
1.04313523,1.04315463
1.35258139,1.35259114
1.57508169,1.57509104
1.72873909,1.72874819
1.84064912,1.84065802
1.92675134,1.92675959
1.99443159,1.99444049
2.04981757,2.04982582
2.09559611,2.09560391
2.13439294,2.13440129
2.16443176,2.16443921
1.05027762,1.05029532
1.39620163,1.39621138
1.63159723,1.63160643
1.78744521,1.78745401
1.89883035,1.898839
1.98213701,1.98214531
2.04744983,2.04745753
2.09973699,2.09974479
2.14274342,2.14275117
2.17880373,2.17881183
2.20669026,2.20669786
1.06037305,1.060388
1.45185314,1.45186299
1.70025517,1.70026412
1.85683761,1.85684631
1.96506068,1.96506898
2.04489781,2.04490591
2.10560091,2.10560916
2.15427568,2.15428353
2.1938542,2.1938618
2.22684598,2.22685398
2.25225697,2.25226487
1.07521419,1.07522709
1.52655696,1.52656611
1.7852251,1.7852342
1.93932521,1.93933371
2.04211265,2.0421209
2.11562253,2.11563073
2.17135038,2.17135838
2.21460597,2.21461392
2.2498704,2.2498782
2.27866039,2.27866834
2.30107364,2.30108124
1.09897787,1.09898927
1.62935274,1.62936209
1.89365038,1.89365873
2.03928534,2.03929379
2.13206583,2.13207413
2.1966938,2.19670205
2.24462938,2.24463758
2.28138905,2.28139655
2.31086956,2.31087746
2.33510547,2.33511287
2.35357424,2.35358179
1.14458017,1.14459167
1.7821872,1.78219595
2.03606007,2.03606817
2.16282164,2.16282954
2.23895437,2.23896187
2.29026944,2.29027709
2.32740712,2.32741492
2.35576927,2.35577742
2.37822141,2.37822906
2.39669004,2.39669774
2.41047323,2.41048058
1.26466832,1.26467887
2.0319629,2.0319711
2.23269119,2.23269894
2.31880209,2.31880929
2.36757822,2.36758552
2.39947743,2.39948478
2.4221403,2.42214775
2.43922689,2.43923419
2.45279895,2.45280675
2.46407654,2.46408334
2.47242265,2.4724303
2.00343935,2.0034476
2.44657167,2.44657892
2.48517806,2.48518561
2.4999681,2.49997575
2.50859245,2.50859965
2.51468897,2.51469617
2.51944157,2.51944912
2.52335173,2.52335893
2.526944,2.5269512
2.53007367,2.53008062
2.53278219,2.53278899
1.03459606,1.03465431
1.3722658,1.3722759
1.61432627,1.61433527
1.78066398,1.78067248
1.90264798,1.90265668
1.9950843,1.9950923
2.06839622,2.06840467
2.12802323,2.12803128
2.17673629,2.17674379
2.21801259,2.21802059
2.2500886,2.2500962
1.03977011,1.03980856
1.4017662,1.4017758
1.65369954,1.65370849
1.82258324,1.82259154
1.94325052,1.94325897
2.03432539,2.03433289
2.10599857,2.10600617
2.16336083,2.16336863
2.2106558,2.2106635
2.24998194,2.24998919
2.28019621,2.28020366
1.04692087,1.04694612
1.44160279,1.44161239
